task_id,task_name,description_output,confidence
311,c9f8e694.json,"To make the output, you have to...fill in each box of the grey squares with whichever color from the colored line on the side is on the same row as it",7.0
311,c9f8e694.json,"To make the output, you have to...color the horizontal blocks the same pattern as the vertical colors",10.0
312,caa06a1f.json,"To make the output, you have to...duplicate the entire grid, then fill in the solid color to exactly match the checker pattern. Finally result should be entirely checker patterned.",
312,caa06a1f.json,"To make the output, you have to...imagine the same pattern on the input grid 6x6 as output grid",
312,caa06a1f.json,"To make the output, you have to...copy over the input. Continue the alternating pattern of colors so they replace the color that is behind them. You should end up with only the alternating color pattern as the same size grid as the input.",
312,caa06a1f.json,"To make the output, you have to...reverse the two colors of the pattern. (Example: blue, red, blue, red)Remove the border in the input picture, so that the entire grid with the new pattern.",
312,caa06a1f.json,"To make the output, you have to...most of block will fill by pink and orange color",
312,caa06a1f.json,"To make the output, you have to...do a pattern of 2 different colored squares, like pink then green, pink then green, all through the grid, but on 3 of them add a 2 side border of a solid color, you choose how many border rows you want to add",
312,caa06a1f.json,"To make the output, you have to... Replace the border with the same checkerboard pattern until the entire grid is covered. It should just be a checkerboard and nothing else.",
312,caa06a1f.json,"To make the output, you have to...continue the checkerboard pattern in the corner to fill out rest of grid",
312,caa06a1f.json,"To make the output, you have to...copy the two color square onto the new grid. Fill the background squares with the alternating color pattern so the entire grid is two colors.",
312,caa06a1f.json,"To make the output, you have to...recreate the checkerboard pattern but with the colors switched",
312,caa06a1f.json,"To make the output, you have to...repeat the diagonal pattern throughout the entire grid.",
312,caa06a1f.json,"To make the output, you have to...replace the third color by continuing the pattern created by the first two colors. By the time you are done, you should have an entire grid of two alternating colors.",
312,caa06a1f.json,"To make the output, you have to...apply the pattern to the new grid while not using the single color item that includes the bottom and right in the input grid. You will only use the pattern in the input grid and apply it to the new output grid.",
312,caa06a1f.json,"To make the output, you have to...me choose corner place of blue colors",
312,caa06a1f.json,"To make the output, you have to...remove the solid color border and repeat the corner pattern",
312,caa06a1f.json,"To make the output, you have to...remove the solid colored border, and just continue the two color pattern to fill the whole grid.",
313,cbded52d.json,"To make the output, you have to....copy the input. For single colored squares of the same color: add another single square of the same color in the same relative location in between  the other two. Do this for all colors.",7.0
313,cbded52d.json,"To make the output, you have to....copy the input. For single colored squares of the same color: add another single square of the same color in the same relative location in between  the other two. Do this for all colors.",7.0
313,cbded52d.json,"To make the output, you have to...make each across and down row identical, matching the middle block in each row to the end blocks.",1.0
313,cbded52d.json,"To make the output, you have to...replace some of the blue and or green pixels with either orange or yellow colors",
313,cbded52d.json,"To make the output, you have to...replace similar block",10.0
313,cbded52d.json,"To make the output, you have to...replace similar block",10.0
313,cbded52d.json,"To make the output, you have to...grid collected",9.0
313,cbded52d.json,"To make the output, you have to...make the square at 4 across, 5 down green.",
313,cbded52d.json,"To make the output, you have to...make the middle block between the unique blocks, a mirror of them.",
314,cce03e0d.json,"To make the output, you have to...Visualize the output grid as nine 3x3 blocks. The red squares on your input indicate which 'blocks' in your 9x9 grid you should work in. Copy the 3x3 input pattern to the 'blocks' indicated by the location of the red squares.",9.0
314,cce03e0d.json,"To make the output, you have to...Visualize the output grid as nine 3x3 blocks. The red squares on your input indicate which 'blocks' in your 9x9 grid you should work in. Copy the 3x3 input pattern to the 'blocks' indicated by the location of the red squares.",9.0
314,cce03e0d.json,"To make the output, you have to...Visualize the output grid as nine 3x3 blocks. The red squares on your input indicate which 'blocks' in your 9x9 grid you should work in. Copy the 3x3 input pattern to the 'blocks' indicated by the location of the red squares.",9.0
314,cce03e0d.json,"To make the output, you have to...Visualize the output grid as nine 3x3 blocks. The red squares on your input indicate which 'blocks' in your 9x9 grid you should work in. Copy the 3x3 input pattern to the 'blocks' indicated by the location of the red squares.",9.0
314,cce03e0d.json,"To make the output, you have to... copy the pattern and past it in the grid in a diagonal focus",
314,cce03e0d.json,"To make the output, you have to...place the patterns inside the squares",
314,cce03e0d.json,"To make the output, you have to...change crosses",
314,cce03e0d.json,"To make the output, you have to...many grid",
314,cce03e0d.json,"To make the output, you have to...crosses",9.0
315,cdecee7f.json,"To make the output, you have to...add the different colors from top to bottom",
315,cdecee7f.json,"To make the output, you have to...move all of the colors inside the output with the gray block in the above right and low left corner, green is placed starting from the right corner. red is in up left, blue under red, red is middle, blue under red",
315,cdecee7f.json,"To make the output, you have to...visualize the table and fill out the colors which on the picture",
315,cdecee7f.json,"To make the output, you have to...change size",
315,cdecee7f.json,"To make the output, you have to...Follow the input grid colored squares from left to right.  The left most color will be in the top left.  The next colored square will to to the right.  Each colored square will get its own square in the output.  Continue this until you reach the top right corner of the output grid size.  Then the next colored square will go under the top right and then they will fill in output grid to the left until it reaches the left edge.  Then the it will go below that and continue to the right again.  Do this until all of the colored squares from the input grid are used. The remaining squares in the output grid will be black.",9.0
315,cdecee7f.json,"To make the output, you have to...Follow the input grid colored squares from left to right.  The left most color will be in the top left.  The next colored square will to to the right.  Each colored square will get its own square in the output.  Continue this until you reach the top right corner of the output grid size.  Then the next colored square will go under the top right and then they will fill in output grid to the left until it reaches the left edge.  Then the it will go below that and continue to the right again.  Do this until all of the colored squares from the input grid are used. The remaining squares in the output grid will be black.",9.0
315,cdecee7f.json,"To make the output, you have to...use the first three colors starting from the left to form the top row, put them from left to right. The second row is the three colors from the right placed from left to right as well. The bottom row is all black.",
315,cdecee7f.json,"To make the output, you have to...to hard",
315,cdecee7f.json,"To make the output, you have to...mention",9.0
315,cdecee7f.json,"To make the output, you have to...mention",9.0
315,cdecee7f.json,"To make the output, you have to...be different.",
315,cdecee7f.json,"To make the output, you have to... add the colored in order from left to right, leave any remaining spots blank at the end",
316,ce22a75a.json,"To make the output, you have to...9 squares that go all around it into blue",10.0
316,ce22a75a.json,"To make the output, you have to...change every gray square and the 9 squares around it into blue.",8.0
316,ce22a75a.json,"To make the output, you have to...change every gray square and the 9 squares that go all around it into blue",10.0
316,ce22a75a.json,"To make the output, you have to... change the gray blocks to blue and the squares that go around it to turn it into a blue block of 9.",8.0
317,ce4f8723.json,"To make the output, you have to...add top 4x4 color with bottom 4x4 color leave black if both the 4x4 grid only black on same position",
317,ce4f8723.json,"To make the output, you have to...join the upper and lower into one design, leaving the black spaces black and the other colors now green",8.0
317,ce4f8723.json,"To make the output, you have to...consider the long input as two sections as 4x4 grids, consider that the two sections as one.. then the leave that black spaces as black then point the colored blocks as green.",9.0
317,ce4f8723.json,"To make the output, you have to...consider the long input as two sections as 4x4 grids, consider that the two sections as one.. then the leave that black spaces as black then point the colored blocks as green.",9.0
317,ce4f8723.json,"To make the output, you have to...consider the long input as two sections as 4x4 grids, consider that the two sections as one.. then the leave that black spaces as black then point the colored blocks as green.",9.0
317,ce4f8723.json,"To make the output, you have to...consider the long input as two sections as 4x4 grids, consider that the two sections as one.. then the leave that black spaces as black then point the colored blocks as green.",
318,ce602527.json,"To make the output, you have to...pick one set",9.0
318,ce602527.json,"To make the output, you have to...pick one set",9.0
318,ce602527.json,"To make the output, you have to...copy the design just as it is",5.0
318,ce602527.json,"To make the output, you have to...copy the design just as it is",5.0
318,ce602527.json,"To make the output, you have to...copy the design just as it is",5.0
318,ce602527.json,"To make the output, you have to...copy the design just as it is",5.0
319,ce9e57f2.json,"To make the output, you have to...color the correct blocks",
319,ce9e57f2.json,"To make the output, you have to...change the lower half of the red bars to light blue and the upper half remain red.  If there are an even number of squares in the bar, the red squares and light blue squares should be even.  If there are an odd number of squares in a bar, there should be one more upper red squares than there are lower blue squares.",9.0
319,ce9e57f2.json,"To make the output, you have to...change the lower half of the red bars to light blue and the upper half remain red. If there are an even number of squares in the bar, the red squares and light blue squares should be even. If there are an odd number of squares in a bar, there should be one more upper red squares than there are lower blue squares.",8.0
319,ce9e57f2.json,"To make the output, you have to...put the bottoms with blue",
319,ce9e57f2.json,"To make the output, you have to... color the tallest two columns with three different colored blocks from the original color and then color in the next tallest column with two different colored blocks from the original color and the shortest column should have only one block at the bottom colored a different color from the original.",
320,cf98881b.json,"To make the output, you have to...over lay the dark red and blue areas and fill in the black squares where possible.",5.0
320,cf98881b.json,"To make the output, you have to...over lay the dark red and blue areas and fill in the black squares where possible.",5.0
320,cf98881b.json,"To make the output, you have to...over lay the dark red and blue areas and fill in the black squares where possible.",5.0
320,cf98881b.json,"To make the output, you have to...copy the blue design first, then overlay the dark red design over that, finally overlay the yellow design over that as well. The yellow design will be most visible.",10.0
320,cf98881b.json,"To make the output, you have to...change the box",
321,d037b0a7.json,"To make the output, you have to...wherever you see a color other than black make squares below that color the same color down to the border",9.0
321,d037b0a7.json,"To make the output, you have to...wherever you see a color other than black make squares below that color the same color down to the border",9.0
321,d037b0a7.json,"To make the output, you have to...wherever you see a color other than black make squares below that color the same color down to the border",9.0
321,d037b0a7.json,"To make the output, you have to...wherever you see a color other than black make squares below that color the same color down to the border",9.0
321,d037b0a7.json,"To make the output, you have to...wherever you see a color other than black make squares below that color the same color down to the border",9.0
321,d037b0a7.json,"To make the output, you have to...wherever you see a color other than black make squares below that color the same color down to the border",9.0
321,d037b0a7.json,"To make the output, you have to...fill in the black under any color with the same color",6.0
322,d06dbe63.json,"To make the output, you have to...draw a line through the square.",
322,d06dbe63.json,"To make the output, you have to...use just grey blocks add blocks to the top of the blue box, add two up, and then two to the right. Below the blue box add grey blocks, two down and then two to the left. Repeat this pattern to the edge of the grid.",8.0
322,d06dbe63.json,"To make the output, you have to... put two light grey squares above the blue square. Then two more light grey squares to the right of the last square you added. Put another two grey squares going up, and continue this pattern until you reach the end of the grid. This will build a grey staircase pattern from the blue square to the upper right corner.Beginning at the blue square again, put two light grey squares going down. Then put two going left, then two down, and continue until you reach the end of the grid. This will build a grey staircase pattern from the blue square to the bottom left corner.",8.0
322,d06dbe63.json,"To make the output, you have to...direction to change",
322,d06dbe63.json,"To make the output, you have to...place two gray pixels above the light blue square. Then make three gray squares (total) to the right, then three more (total) going up, etc to the end of the border. Do the same thing going down, except the squares should go to the left instead of to the right. It should look like stairs, sort of.",8.0
322,d06dbe63.json,"To make the output, you have to...place two gray pixels above the light blue square. Then make three gray squares (total) to the right, then three more (total) going up, etc to the end of the border. Do the same thing going down, except the squares should go to the left instead of to the right. It should look like stairs, sort of.",8.0
323,d07ae81c.json,"To make the output, you have to...draw diagonal lines of the same color extending from all four corners the single squares. When your lines reach another color block, continue the line but switch to the color of the single-squares corresponding to that color block.",7.0
323,d07ae81c.json,"To make the output, you have to...draw diagonal lines of the same color extending from all four corners the single squares. When your lines reach another color block, continue the line but switch to the color of the single-squares corresponding to that color block.",7.0
323,d07ae81c.json,"To make the output, you have to...draw diagonal lines of the same color extending from all four corners the single squares. When your lines reach another color block, continue the line but switch to the color of the single-squares corresponding to that color block.",7.0
323,d07ae81c.json,"To make the output, you have to...To make the output you have  to draw from single square to diagonal out.",
323,d07ae81c.json,"To make the output, you have to...change color",
323,d07ae81c.json,"To make the output, you have to...draw from single square to diagonal out. for the new lines make sure to keep the same color on background that is there is there before.",
323,d07ae81c.json,"To make the output, you have to...draw from single square to diagonal out. For the new lines, make sure to keep the same color on background that is there before.",10.0
323,d07ae81c.json,"To make the output, you have to...draw from single square to diagonal out. For the new lines, make sure to keep the same color on background that is there before.",10.0
323,d07ae81c.json,"To make the output, you have to... draw from single square to diagonal out .for the new lines make sure to keep the same color on background that is there before",
323,d07ae81c.json,"To make the output, you have to... continue the single color squares on the diagonal both direction but ONLY within the color around it, stop when you get to an edge.",
324,d0f5fe59.json,"To make the output, you have to...take the same color as the shapes in the input grid and create a line from the top left corner to the base right corner",10.0
324,d0f5fe59.json,"To make the output, you have to...take the same color as the shapes in the input grid and create a line from the top left corner to the base right corner",10.0
324,d0f5fe59.json,"To make the output, you have to...take the same color as the shapes in the input grid and create a line from the top left corner to the base right corner",10.0
324,d0f5fe59.json,"To make the output, you have to...take the same color as the shapes in the input grid and create a line from the top left corner to the base right corner",10.0
324,d0f5fe59.json,"To make the output, you have to...take the blue color and make a diagonal pattern starting from the up left corner and down to the bottom right corner",10.0
324,d0f5fe59.json,"To make the output, you have to...change size 3 x 3 diagonal from left top to right end fill blue",
325,d10ecb37.json,"To make the output, you have to...copy the colors used in the top left corner of four squares of the grid and make them the corresponding colors on the output 2x2 grid. So if the top left has a red square, then a yellow square with a blue square below the red square and a green square below the yellow square, then those would be placed in the corresponding squares on the output grid.",9.0
325,d10ecb37.json,"To make the output, you have to...copy the colors used in the top left corner of four squares of the grid and make them the corresponding colors on the output 2x2 grid. So if the top left has a red square, then a yellow square with a blue square below the red square and a green square below the yellow square, then those would be placed in the corresponding squares on the output grid.",9.0
325,d10ecb37.json,"To make the output, you have to...take the pattern on the top left and put it in the 2x2 grid",8.0
325,d10ecb37.json,"To make the output, you have to...take the pattern on the top left and put it in the 2x2 grid",8.0
325,d10ecb37.json,"To make the output, you have to...take the pattern on the top left and put it in the 2x2 grid",8.0
325,d10ecb37.json,"To make the output, you have to...take the pattern on the top left and put it in the 2x2 grid",8.0
325,d10ecb37.json,"To make the output, you have to...take the pattern on the top left and put it in the 2x2 grid",8.0
325,d10ecb37.json,"To make the output, you have to...take the pattern on the top left and put it in the 2x2 grid",8.0
326,d13f3404.json,"To make the output, you have to...repeat the pattern from the original corner to the other corner of the new bigger grid.",10.0
326,d13f3404.json,"To make the output, you have to...repeat the pattern from the original corner to the other corner of the new bigger grid.",10.0
326,d13f3404.json,"To make the output, you have to...repeat the pattern of the shape of colored squares from the top left to the bottom right of the output grid. the patterns should repeat to the right of each other and down.",6.0
326,d13f3404.json,"To make the output, you have to...repeat the pattern of the shape of colored squares from the top left to the bottom right of the output grid. the patterns should repeat to the right of each other and down.",6.0
326,d13f3404.json,"To make the output, you have to...repeat the pattern of the shape of colored squares from the top left to the bottom right of the output grid. the patterns should repeat to the right of each other and down.",6.0
326,d13f3404.json,"To make the output, you have to...need to draw a line down and to the right from each beginning square all the way to the end of the grid",10.0
326,d13f3404.json,"To make the output, you have to...need to draw a line down and to the right from each beginning square all the way to the end of the grid",10.0
326,d13f3404.json,"To make the output, you have to...need to draw a line down and to the right from each beginning square all the way to the end of the grid",10.0
326,d13f3404.json,"To make the output, you have to...Need to draw a line down and to the right from each beginning square all the way to the end of the grid.",10.0
327,d22278a0.json,"To make the output, you have to... start with the red, create 4 vertical lines each 6 cells in length starting in the top left cell, skip 1 columns in between each line. where you would begin the 5th line stop at 5 cells down and and paint the row red left into the wall making a backward L shape. where you would make the 6th line stop at 3 cells down and paint the row to the left to the wall making a backward L shape. Mirror this with the yellow starting in the bottom right cell leaving 1 row of black between the lines in the middle.",
327,d22278a0.json,"To make the output, you have to... make a repeating pattern based on which corner tiles are colored. If there is a 7x7 grid with each corner colored except the bottom right, leave the tiles right next to it them black, then make the tiles after those up to the edges the color from the corner. For the one corner in the bottom right simply color the 2 tiles from the bottom and right the respective colors on each side. If there is a 12x12 grid and the corners are colored in the top right and bottom left, start making a pattern that builds each side one tile up at a time, which each side mirroring each other at the end. For another 12x12 that has a colored tile in the top left and bottom right, make an extended pattern of a cut of square, until there are two blank spaces in between to make the pattern. Then fill in each alternating tile afterwards with 6x1 columns. For a 10x10 there is a colored tile in the top left and top right. Make an alternating colored square with black spaces in between up to three layers. Them put two 1x5 rows on each side after with black spaces alternating.",
327,d22278a0.json,"To make the output, you have to...Draw alternating squares from the corner without crossing the middle horizontal or vertical to another color.",
327,d22278a0.json,"To make the output, you have to...draw alternating squares from the corner without crossing the middle horizontal to another colored",
327,d22278a0.json,"To make the output, you have to....draw alternating squares from the corner without crossing the middle horizontal or vertical to another color",
327,d22278a0.json,"To make the output, you have to...make the three squares next to the square black, followed by squares that are the same color as the corner color that goes all the way around from edge to edge to form a corner of a big square. Keep following this pattern and when you meet other square colors, those square are black.",
327,d22278a0.json,"To make the output, you have to...copy the grid and fill the colors meeting one another from the other end",
327,d22278a0.json,"To make the output, you have to...start with the same size and colors of the input. Starting with one of the color blocks, keep the three blocks surrounding it black. Then make the 5 blocks surrounding the 3 black blocks the same color as the original block. Then go to a different colored block and do the same thing. Keep repeating that pattern until the different colors meet in the middle",
327,d22278a0.json,"To make the output, you have to...take the same color of square that you are starting with and skip a square.  The next square you will fill with the color and then you will make a box around it.  You will do that twice with each color.  The two colors should be touching each other after the 2nd box around.  For the bottom half, you will skip a line and put the color of the square on that side.",
327,d22278a0.json,"To make the output, you have to...draw alternating squares from the corner without crossing the middle horizontal or vertical to another color",
327,d22278a0.json,"To make the output, you have to...draw alternating squares from the corner without crossing the middle horizontal or vertical to another color",2.0
327,d22278a0.json,"To make the output, you have to...draw alternating squares from the corner without crossing middle color",
327,d22278a0.json,"To make the output, you have to...leave the squares alone, count one space and start making lines to the borders without letting colors touch.",
327,d22278a0.json,"To make the output, you have to...increase the colors to cover the grid",
327,d22278a0.json,"To make the output, you have to... much good",
327,d22278a0.json,"To make the output, you have to...first with the first color A you should surround it with three black squares making a 2x2 grid, then making a 3x3 grid just color with color A surrounding the black squares",
328,d23f8c26.json,"To make the output, you have to...keep the vertical middle line of squares the same, and color the rest of the squares black.",9.0
328,d23f8c26.json,"To make the output, you have to... turn everything black, but keep the middle vertical line of colored squares.",10.0
328,d23f8c26.json,"To make the output, you have to... turn everything black, but keep the middle vertical line of colored squares.",10.0
328,d23f8c26.json,"To make the output, you have to... turn everything black, but keep the middle vertical line of colored squares.",10.0
328,d23f8c26.json,"To make the output, you have to... turn everything black, but keep the middle vertical line of colored squares.",10.0
328,d23f8c26.json,"To make the output, you have to... turn everything black, but keep the middle vertical line of colored squares.",10.0
328,d23f8c26.json,"To make the output, you have to... turn everything black, but keep the middle vertical line of colored squares.",10.0
328,d23f8c26.json,"To make the output, you have to... turn everything black, but keep the middle vertical line of colored squares.",10.0
329,d2abd087.json,"To make the output, you have to...copy the input grid. Then count how many gray squares make up each of the individual shapes. If the shape uses (6) gray squares, change those gray squares to red. If the shape has any other number of gray squares, change the gray squares to blue.",10.0
329,d2abd087.json,"To make the output, you have to...copy the input grid. Then count how many gray squares make up each of the individual shapes. If the shape uses (6) gray squares, change those gray squares to red. If the shape has any other number of gray squares, change the gray squares to blue.",10.0
329,d2abd087.json,"To make the output, you have to...copy the input grid. Then count how many gray squares make up each of the individual shapes. If the shape uses (6) gray squares, change those gray squares to red. If the shape has any other number of gray squares, change the gray squares to blue.",10.0
329,d2abd087.json,"To make the output, you have to...item with 6 red and the other blue",10.0
330,d364b489.json,"To make the output, you have to...place a orange square to the space left of any blue square, a red square in the space above any blue square, a purple square to the space on the right of any blue square and a light blue square to the space below any blue square.",10.0
330,d364b489.json,"To make the output, you have to...place a orange square to the space left of any blue square, a red square in the space above any blue square, a purple square to the space on the right of any blue square and a light blue square to the space below any blue square.",10.0
330,d364b489.json,"To make the output, you have to...draw patterns of squares with orange, red, purple, dark blue, and light blue squares.",
330,d364b489.json,"To make the output, you have to...put purple squares on the right side, red squares on the top, orange squares on the left, light blue squares on the bottom.",10.0
331,d406998b.json,"To make the output, you have to...starting with the second vertical color every other gray block green. Black remains the same.",6.0
331,d406998b.json,"To make the output, you have to...starting with the second vertical color every other gray block green. Black remains the same.",6.0
331,d406998b.json,"To make the output, you have to...starting with the second vertical color every other gray block green. Black remains the same.",6.0
331,d406998b.json,"To make the output, you have to...starting with the second vertical color every other gray block green. Black remains the same.",6.0
331,d406998b.json,"To make the output, you have to...Every other square inside of a vertical column needs to be colored green. There are 12 columns. Start from left side of pattern and moving to the right. Skip the first column all the way from the left. Move to second column form the left and color the grey square green. Skip the third column grey square. Repeat this pattern.",
331,d406998b.json,"To make the output, you have to...make white change to green as necessary",
331,d406998b.json,"To make the output, you have to... Starting with second vertical, change gray to green every other vertical.",10.0
331,d406998b.json,"To make the output, you have to... Starting with second vertical, change gray to green every other vertical.",10.0
331,d406998b.json,"To make the output, you have to... Starting with second vertical, change gray to green every other vertical.",10.0
331,d406998b.json,"To make the output, you have to... change gray squares to green so half the gray squares remain.",
332,d43fd935.json,"To make the output, you have to...fill the same color of any square that is vertical or horizontal to the corner of the green square.",7.0
332,d43fd935.json,"To make the output, you have to... copy the input grid. Then, connect the 2x2 green square to any and all other colored squares which you can reach with a straight line. Use the color of the square to which you are connecting the 2x2 green square. Fill in all of the black squares between that square and the 2x2 green square. Leave the rest of the grid - including any colored square you can't reach with a straight line - as they are.",6.0
332,d43fd935.json,"To make the output, you have to... copy the input grid. Then, connect the 2x2 green square to any and all other colored squares which you can reach with a straight line. Use the color of the square to which you are connecting the 2x2 green square. Fill in all of the black squares between that square and the 2x2 green square. Leave the rest of the grid - including any colored square you can't reach with a straight line - as they are.",6.0
332,d43fd935.json,"To make the output, you have to...copy the input to the output. Look at each corner of the green box. Is there a colored square above or beside that corner? Then draw a line the same color as that square to connect it.",3.0
333,d4469b4b.json,"To make the output, you have to...make a gray grid with four black corner squares if the input is blue squares. If the input is red squares, make a make a gray grid with the bottom right and bottom left black and the middle left and middle right black. If the input is green squares, make a gray grid with a 2x2 black square in the top left.",6.0
333,d4469b4b.json,"To make the output, you have to... nice",
333,d4469b4b.json,"To make the output, you have to... make a 3x3 grid. If the input grid has blue shapes, the output should be light grey with black in the four corners (making a grey plus sign). If the input grid has red shapes, the output should be light grey with black on the lower left, middle left, middle right and lower right (making a grey T shape). If the input grid has green shapes, the output should be light grey with black in the upper left, middle left, upper center and middle center (making a 2x2 black square in the upper left).",7.0
333,d4469b4b.json,"To make the output, you have to...make a gray grid with four black corner squares if the input is blue squares.if the input is red squares,make a make a gray grid with the bottom right and bottom left black and the middle left and middle right black. if the input is green squares,make a gray with a 2x2 black square in the top left",5.0
334,d4a91cb9.json,"To make the output, you have to...make a 90 degree line through each color. The line from blue will go up and down. The line from red will go left and right",3.0
334,d4a91cb9.json,"To make the output, you have to...make a L shape in orange to connect the red and blue blocks.",8.0
334,d4a91cb9.json,"To make the output, you have to...make a L shape in orange to connect the red and blue blocks.",8.0
334,d4a91cb9.json,"To make the output, you have to...draw a down line with yellow to which the red grid's row meet. and continue the yellow grid to the side of the red grid",10.0
334,d4a91cb9.json,"To make the output, you have to...draw a down line with yellow to which the red grid's row meet. and continue the yellow grid to the side of the red grid",10.0
334,d4a91cb9.json,"To make the output, you have to...draw a down line with yellow to which the red grid's row meet. and continue the yellow grid to the side of the red grid",10.0
334,d4a91cb9.json,"To make the output, you have to...draw a down line with yellow to which the red grid's row meet. and continue the yellow grid to the side of the red grid",10.0
335,d4f3cd78.json,"To make the output, you have to...Fill in the square with light blue. Make the single black square that should be gray in the input light blue as well. Then you want to continue with light blue to make a line going to the edge of the grid. So it is like a line is going out of the square to the edge like a stop sign (but in any direction)",5.0
335,d4f3cd78.json,"To make the output, you have to...Fill in the square with light blue. Make the single black square that should be gray in the input light blue as well. Then you want to continue with light blue to make a line going to the edge of the grid. So it is like a line is going out of the square to the edge like a stop sign (but in any direction)",5.0
335,d4f3cd78.json,"To make the output, you have to...Fill in the square with light blue. Make the single black square that should be gray in the input light blue as well. Then you want to continue with light blue to make a line going to the edge of the grid. So it is like a line is going out of the square to the edge like a stop sign (but in any direction)",5.0
335,d4f3cd78.json,"To make the output, you have to...fill the gray with light blue then extend a line out the empty spot to the the end of the grid",9.0
336,d511f180.json,"To make the output, you have to...In the input, you should see...multiple colors in use the cover in the input",
336,d511f180.json,"To make the output, you have to...change all gray squares to light blue and all light blue squares to gray. Everything else keep the same as input.",10.0
336,d511f180.json,"To make the output, you have to...In the input, you should see...change all grey to light blue",10.0
336,d511f180.json,"To make the output, you have to...change all the gray squares to light blue and all the light blue squares to gray. Everything else keep same as input.",10.0
337,d5d6de2d.json,"To make the output, you have to...fill the black boxes with green",8.0
337,d5d6de2d.json,"To make the output, you have to...fill the black boxes with green",8.0
337,d5d6de2d.json,"To make the output, you have to...fill in the holes of the boxes with green, then black out the outlines of the boxes",9.0
337,d5d6de2d.json,"To make the output, you have to...fill in the holes of the boxes with green, then black out the outlines of the boxes",9.0
337,d5d6de2d.json,"To make the output, you have to...fill in the holes of the boxes with green, then black out the outlines of the boxes",9.0
337,d5d6de2d.json,"To make the output, you have to...fill in the holes of the boxes with green, then black out the outlines of the boxes",9.0
338,d631b094.json,"To make the output, you have to...color the whole output grid the color of the colored input grid blocks so there is a horizontal line of colored blocks",10.0
338,d631b094.json,"To make the output, you have to...color the whole output grid the color of the colored input grid blocks so there is a horizontal line of colored blocks",10.0
338,d631b094.json,"To make the output, you have to...color the whole output grid the color of the colored input grid blocks so there is a horizontal line of colored blocks",10.0
338,d631b094.json,"To make the output, you have to...color the whole output grid the color of the colored input grid blocks so there is a horizontal line of colored blocks",10.0
338,d631b094.json,"To make the output, you have to...color the whole output grid the color of the colored input grid blocks so there is a horizontal line of colored blocks",10.0
338,d631b094.json,"To make the output, you have to...make the squares the same color as the colored squares.",3.0
338,d631b094.json,"To make the output, you have to...fill only the colored one",9.0
339,d687bc17.json,"To make the output, you have to...copy and paste the entire box. In the end, almost all of the center boxes will be black. Look at the top of the grid; if there are boxes the same color as those on top, move it up to touch the top and then color black any boxes of same color that are left in the middle. Next, look at the right side of the grid, if there are any boxes the same color as the right side, move it up to touch the right side and then color black any boxes of same color that are left in the middle. Repeat these steps for the bottom and left side of the grid.",5.0
339,d687bc17.json,"To make the output, you have to...copy grid. If any of the boxes on the inside match any of the outline colors move them so they are adjoined to it, without changing the row/column it's in. Do this with every color. If a box on the inside doesn't match with an outside color then just remove it. At the end the middle area should be black and the blocks are adjoined to their respective colors.",5.0
339,d687bc17.json,"To make the output, you have to...copy grid. If any of the boxes on the inside match any of the outline colors move them so they are adjoined to it, without changing the row/column it's in. Do this with every color. If a box on the inside doesn't match with an outside color then just remove it. At the end the middle area should be black and the blocks are adjoined to their respective colors.",5.0
340,d6ad076f.json,"To make the output, you have to...connect the shapes with a light blue block",9.0
340,d6ad076f.json,"To make the output, you have to...color a light blue bridge between the two shapes. Do not connect the bridge between from the outside 2 squares of the smaller shape.",1.0
340,d6ad076f.json,"To make the output, you have to...connect the two sets of blocks using light blue blocks leave the connection one width smaller than the smaller set of blocks.",9.0
340,d6ad076f.json,"To make the output, you have to...connect the two sets of blocks using light blue blocks leave the connection one width smaller than the smaller set of blocks.",9.0
340,d6ad076f.json,"To make the output, you have to...connect the two sets of blocks using light blue blocks leave the connection one width smaller than the smaller set of blocks.",9.0
340,d6ad076f.json,"To make the output, you have to...connect the two sets of blocks using light blue blocks leave the connection one width smaller than the smaller set of blocks.",9.0
340,d6ad076f.json,"To make the output, you have to... Copy the grid. You need to connect each rectangle with a light blue straight line. The thickness of the line depends on the smaller rectangle. the light blue line should be 1 row/column less on each side than the smaller rectangle. you  are done.",5.0
340,d6ad076f.json,"To make the output, you have to...connect the shapes with a light blue block. The new connecting block is smaller than the smaller of the input blocks. Remove 1 rows of light blue squares from each side that is 90 degrees from the input squares.",9.0
340,d6ad076f.json,"To make the output, you have to...copy the input grid and connect the two shapes with the blue grid.it must be smaller than the size of the small input shape.",10.0
340,d6ad076f.json,"To make the output, you have to...copy the input grid and connect the two shapes with the blue grid.it must be smaller than the size of the small input shape.",10.0
341,d89b689b.json,"To make the output, you have to...replace 2x2 same grid color with all other four different colors that in input grid. each 2x2 grid color are different in output grid 2x2 .",7.0
341,d89b689b.json,"To make the output, you have to...replace 2x2 same grid color with all other four different colors that in input grid. each 2x2 grid color are different in output grid 2x2 .",7.0
341,d89b689b.json,"To make the output, you have to...replace 2x2 same grid color with all other four different colors that in input grid. each 2x2 grid color are different in output grid 2x2 .",7.0
341,d89b689b.json,"To make the output, you have to...follow the insturcion",9.0
342,d8c310e9.json,"To make the output, you have to...change as it is",9.0
342,d8c310e9.json,"To make the output, you have to...change as it is",9.0
342,d8c310e9.json,"To make the output, you have to...change as it is",9.0
342,d8c310e9.json,"To make the output, you have to...change as it is",9.0
